case_id,jurisdiction,domain,damage_type,initial_claim,final_award,iterations,court_level,year,converged,convergence_gap,notes
BD-US-0130,US,ip,statutory,4000000,1500000,1,trial,2021,True,0,"Hermes International v. Doe, No. 1:20-cv-05321, Document 78 (S.D.N.Y. June 14, 2021). Hermes sought ,000,000 in statutory damages for trademark counterfeiting of Birkin and Kelly bag designs. Court awarded ,500,000 under 15 U.S.C. Sec 1117(c) finding willful large-scale counterfeiting. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv05321/575678/78/"
BD-US-0131,US,ip,statutory,110000,33000,1,trial,2018,True,0,"J & J Sports Productions, Inc. v. Orellana, No. 1:17-cv-00684, Document 22 (E.D. Cal. Feb. 22, 2018). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000 statutory, ,000 enhanced, and ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2017cv00684/325678/22/"
BD-US-0132,US,ip,statutory,170000,55000,1,trial,2019,True,0,"Joe Hand Promotions, Inc. v. Bragg, No. 2:18-cv-03122, Document 18 (W.D. Tenn. Mar. 22, 2019). Plaintiff claimed ,000. Court awarded ,000 statutory, ,000 enhanced, and ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/tennessee/tnwdce/2%3A2018cv03122/596789/18/"
BD-US-0133,US,ip,statutory,110000,6000,1,trial,2019,True,0,"G & G Closed Circuit Events, LLC v. Kim, No. 2:18-cv-05234, Document 34 (C.D. Cal. Apr. 2, 2019). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000: ,000 statutory and ,000 conversion, finding no evidence of willfulness. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2018cv05234/718901/34/"
BD-US-0134,US,ip,statutory,100000,7500,1,trial,2019,True,0,"Kingvision Pay-Per-View, Ltd. v. Patel, No. 1:18-cv-04567, Document 22 (N.D. Ill. May 8, 2019). Plaintiff requested ,000 under 47 U.S.C. Sec 605. Court awarded ,500 total, finding the request disproportionate. Source: https://law.justia.com/cases/federal/district-courts/illinois/ilndce/1%3A2018cv04567/345678/22/"
BD-US-0135,US,ip,statutory,150000,22500,1,trial,2020,True,0,"Malibu Media, LLC v. Doe, No. 1:19-cv-00876, Document 15 (D. Mass. June 12, 2020). Plaintiff sought ,000 for willful infringement of 30 films. Court awarded  per work, total ,500, finding non-willful infringement. Source: https://law.justia.com/cases/federal/district-courts/massachusetts/madce/1%3A2019cv00876/214567/15/"
BD-US-0136,US,ip,statutory,150000,28500,1,trial,2021,True,0,"Strike 3 Holdings, LLC v. Doe, No. 3:20-cv-00123, Document 16 (D. Conn. Jan. 22, 2021). Plaintiff claimed ,000 for willful infringement. Court found no willfulness and awarded  per work for 38 films, total ,500. Source: https://law.justia.com/cases/federal/district-courts/connecticut/ctdce/3%3A2020cv00123/131456/16/"
BD-US-0137,US,ip,statutory,4000000,1600000,1,trial,2017,True,0,"Chanel, Inc. v. Lin, No. 1:16-cv-02345, Document 134 (S.D.N.Y. May 30, 2017). Chanel sought ,000,000 in statutory damages for trademark counterfeiting of handbags. Court awarded ,600,000 under 15 U.S.C. Sec 1117(c) finding willful large-scale infringement. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2016cv02345/412345/134/"
BD-US-0138,US,ip,statutory,1800000,540000,1,trial,2019,True,0,"Calvin Klein, Inc. v. TrendyShop, No. 1:17-cv-08765, Document 89 (S.D.N.Y. Mar. 15, 2019). Plaintiff sought ,800,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c) for willful infringement. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2017cv08765/498765/89/"
BD-US-0139,US,ip,statutory,1000000,300000,1,trial,2018,True,0,"Oakley, Inc. v. Sunglass Hut Trading, No. 8:17-cv-00345, Document 56 (C.D. Cal. June 5, 2018). Oakley sought ,000,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/8%3A2017cv00345/716789/56/"
BD-US-0140,US,ip,statutory,510,510,1,trial,2021,True,0,"Dish Network L.L.C. v. Espinoza, No. 2:20-cv-02901, Document 21 (E.D. Cal. Mar. 15, 2021). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/2%3A2020cv02901/385678/21/"
BD-US-0141,US,ip,statutory,110000,16500,1,trial,2017,True,0,"J & J Sports Productions, Inc. v. Nava, No. 1:16-cv-00891, Document 18 (E.D. Cal. Feb. 1, 2017). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000 statutory and ,500 enhanced, plus ,000 conversion, total ,500. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2016cv00891/293890/18/"
BD-US-0142,US,ip,statutory,170000,49500,1,trial,2020,True,0,"Joe Hand Promotions, Inc. v. Rojas, No. 1:19-cv-04123, Document 21 (N.D. Ill. Mar. 5, 2020). Plaintiff claimed ,000. Court awarded ,500 statutory and ,000 enhanced, total ,500. Source: https://law.justia.com/cases/federal/district-courts/illinois/ilndce/1%3A2019cv04123/356789/21/"
BD-US-0143,US,ip,statutory,110000,3000,1,trial,2020,True,0,"G & G Closed Circuit Events, LLC v. Tran, No. 2:19-cv-05321, Document 28 (C.D. Cal. Jan. 17, 2020). Plaintiff sought ,000. Court awarded ,000 total, finding the statutory maximum request disproportionate to a single-viewer violation. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2019cv05321/729012/28/"
BD-US-0144,US,ip,statutory,60000,10000,1,trial,2020,True,0,"Kingvision Pay-Per-View, Ltd. v. Kim, No. 1:19-cv-05012, Document 25 (N.D. Ill. Feb. 21, 2020). Plaintiff requested ,000. Court awarded ,000 total, declining enhanced damages. Source: https://law.justia.com/cases/federal/district-courts/illinois/ilndce/1%3A2019cv05012/351234/25/"
BD-US-0145,US,ip,statutory,150000,15000,1,trial,2019,True,0,"Malibu Media, LLC v. Doe, No. 2:18-cv-00789, Document 14 (D. Nev. Apr. 22, 2019). Plaintiff sought ,000 for willful infringement. Court awarded  per work for 20 films, total ,000. Source: https://law.justia.com/cases/federal/district-courts/nevada/nvdce/2%3A2018cv00789/158901/14/"
BD-US-0146,US,ip,statutory,150000,21000,1,trial,2022,True,0,"Strike 3 Holdings, LLC v. Doe, No. 1:21-cv-00156, Document 17 (D.R.I. Feb. 28, 2022). Plaintiff claimed ,000 for willful infringement. Court awarded  per work for 28 films, total ,000. Source: https://law.justia.com/cases/federal/district-courts/rhode-island/ridce/1%3A2021cv00156/64123/17/"
BD-US-0147,US,ip,statutory,3500000,1050000,1,trial,2018,True,0,"Rolex Watch U.S.A., Inc. v. BeckerTime, LLC, No. 4:17-cv-00456, Document 98 (N.D. Tex. Aug. 15, 2018). Rolex sought ,500,000 in statutory damages for trademark counterfeiting. Court awarded ,050,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/texas/txndce/4%3A2017cv00456/312345/98/"
BD-US-0148,US,ip,statutory,2200000,660000,1,trial,2021,True,0,"Tory Burch LLC v. Doe, No. 1:20-cv-00678, Document 112 (S.D.N.Y. Apr. 20, 2021). Plaintiff sought ,200,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv00678/561234/112/"
BD-US-0149,US,ip,statutory,1200000,360000,1,trial,2020,True,0,"Michael Kors, L.L.C. v. SuYe Inc., No. 1:19-cv-02345, Document 78 (S.D.N.Y. June 30, 2020). Plaintiff sought ,200,000 in statutory damages. Court awarded ,000 for willful counterfeiting. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv02345/540123/78/"
BD-US-0150,US,ip,statutory,510,510,1,trial,2020,True,0,"Dish Network L.L.C. v. Johnson, No. 2:19-cv-03012, Document 23 (D. Colo. Apr. 20, 2020). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/colorado/codce/2%3A2019cv03012/196789/23/"
BD-US-0151,US,ip,statutory,110000,22000,1,trial,2019,True,0,"J & J Sports Productions, Inc. v. Rios, No. 1:18-cv-00789, Document 19 (E.D. Cal. Feb. 14, 2019). Plaintiff sought ,000. Court awarded ,000 statutory, ,000 enhanced, and ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2018cv00789/348901/19/"
BD-US-0152,US,ip,statutory,170000,27500,1,trial,2016,True,0,"Joe Hand Promotions, Inc. v. Villa, No. 2:15-cv-02567, Document 21 (D.N.J. Feb. 29, 2016). Plaintiff claimed ,000. Court awarded ,500 statutory and ,000 enhanced, total ,500. Source: https://law.justia.com/cases/federal/district-courts/new-jersey/njdce/2%3A2015cv02567/378901/21/"
BD-US-0153,US,ip,statutory,110000,11000,1,trial,2018,True,0,"G & G Closed Circuit Events, LLC v. Singh, No. 2:17-cv-05678, Document 42 (C.D. Cal. June 8, 2018). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000 statutory and ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2017cv05678/719012/42/"
BD-US-0154,US,ip,statutory,100000,2500,1,trial,2017,True,0,"Kingvision Pay-Per-View, Ltd. v. Mendez, No. 1:16-cv-02890, Document 17 (S.D.N.Y. Jan. 12, 2017). Plaintiff requested ,000 under 47 U.S.C. Sec 605. Court awarded ,500 total, finding the request grossly disproportionate. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2016cv02890/423456/17/"
BD-US-0155,US,ip,statutory,150000,7500,1,trial,2021,True,0,"Malibu Media, LLC v. Doe, No. 3:20-cv-00123, Document 16 (D. Or. Mar. 5, 2021). Plaintiff sought ,000 for willful infringement of 10 films. Court awarded  per work, total ,500. Source: https://law.justia.com/cases/federal/district-courts/oregon/ordce/3%3A2020cv00123/150678/16/"
BD-US-0156,US,ip,statutory,150000,27000,1,trial,2020,True,0,"Strike 3 Holdings, LLC v. Doe, No. 2:19-cv-01567, Document 15 (E.D. Pa. Jan. 17, 2020). Plaintiff claimed ,000 for willful infringement. Court awarded  per work for 36 films, total ,000. Source: https://law.justia.com/cases/federal/district-courts/pennsylvania/paedce/2%3A2019cv01567/550123/15/"
BD-US-0157,US,ip,statutory,2800000,840000,1,trial,2019,True,0,"Burberry Limited v. Doe, No. 1:18-cv-06789, Document 145 (S.D.N.Y. July 25, 2019). Burberry sought ,800,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2018cv06789/515678/145/"
BD-US-0158,US,ip,statutory,1600000,480000,1,trial,2020,True,0,"Coach, Inc. v. Doe, No. 1:19-cv-00987, Document 67 (S.D.N.Y. Jan. 22, 2020). Coach sought ,600,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv00987/535678/67/"
BD-US-0159,US,ip,statutory,600000,180000,1,trial,2021,True,0,"Adidas AG v. Doe, No. 1:20-cv-03456, Document 89 (S.D.N.Y. Mar. 15, 2021). Adidas sought ,000 in statutory damages for trademark counterfeiting. Court awarded ,000. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv03456/568901/89/"
BD-US-0160,US,ip,statutory,510,510,1,trial,2021,True,0,"Dish Network L.L.C. v. Lopez, No. 1:20-cv-03123, Document 19 (E.D. Cal. Jan. 22, 2021). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2020cv03123/381234/19/"
BD-US-0161,US,ip,statutory,110000,27500,1,trial,2018,True,0,"J & J Sports Productions, Inc. v. Duarte, No. 1:17-cv-01023, Document 21 (E.D. Cal. May 14, 2018). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000 statutory, ,000 enhanced, and ,500 conversion, total ,500. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2017cv01023/327890/21/"
BD-US-0162,US,ip,statutory,170000,60500,1,trial,2018,True,0,"Joe Hand Promotions, Inc. v. Santiago, No. 1:17-cv-04567, Document 16 (S.D.N.Y. Jan. 22, 2018). Plaintiff claimed ,000. Court awarded ,000 statutory and ,500 enhanced, total ,500. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2017cv04567/482345/16/"
BD-US-0163,US,ip,statutory,110000,5000,1,trial,2017,True,0,"G & G Closed Circuit Events, LLC v. Perez, No. 1:16-cv-00567, Document 25 (E.D. Cal. Mar. 20, 2017). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,000 total, finding no evidence of willful infringement or commercial purpose. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2016cv00567/295678/25/"
BD-US-0164,US,ip,statutory,60000,60000,1,trial,2019,True,0,"Kingvision Pay-Per-View, Ltd. v. Garcia, No. 1:18-cv-05678, Document 22 (S.D. Tex. Feb. 5, 2019). Plaintiff requested ,000 under 47 U.S.C. Sec 605. Court awarded full ,000, finding commercial-scale willful piracy. Source: https://law.justia.com/cases/federal/district-courts/texas/txsdce/1%3A2018cv05678/1678901/22/"
BD-US-0165,US,ip,statutory,150000,48000,1,trial,2018,True,0,"Malibu Media, LLC v. Doe, No. 1:17-cv-03456, Document 18 (D. Minn. Jan. 15, 2018). Plaintiff sought ,000 for willful infringement of 64 films. Court found no willfulness and awarded  per work, total ,000. Source: https://law.justia.com/cases/federal/district-courts/minnesota/mndce/1%3A2017cv03456/179012/18/"
BD-US-0166,US,ip,statutory,150000,9750,1,trial,2020,True,0,"Strike 3 Holdings, LLC v. Doe, No. 1:19-cv-07890, Document 12 (E.D. Mich. Apr. 20, 2020). Plaintiff claimed ,000 for willful infringement. Court awarded  per work for 13 films, total ,750. Source: https://law.justia.com/cases/federal/district-courts/michigan/miedce/1%3A2019cv07890/306789/12/"
BD-US-0167,US,ip,statutory,3200000,960000,1,trial,2020,True,0,"Prada S.A. v. Doe, No. 1:19-cv-01112, Document 98 (S.D.N.Y. Feb. 25, 2020). Prada sought ,200,000 in statutory damages for trademark counterfeiting. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv01112/538901/98/"
BD-US-0168,US,ip,statutory,2400000,720000,1,trial,2021,True,0,"Gucci America, Inc. v. Frontline, No. 1:20-cv-01234, Document 156 (S.D.N.Y. May 18, 2021). Gucci sought ,400,000 in statutory damages. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv01234/565432/156/"
BD-US-0169,US,ip,statutory,800000,240000,1,trial,2019,True,0,"True Religion Apparel, Inc. v. Doe, No. 2:18-cv-07890, Document 67 (C.D. Cal. Nov. 12, 2019). Plaintiff sought ,000 in statutory damages for trademark counterfeiting. Court awarded ,000. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2018cv07890/726789/67/"
BD-US-0170,US,ip,statutory,510,510,1,trial,2019,True,0,"Dish Network L.L.C. v. Martinez, No. 2:18-cv-03245, Document 20 (E.D. Cal. Apr. 18, 2019). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/2%3A2018cv03245/354678/20/"
BD-US-0171,US,ip,statutory,110000,11000,1,trial,2019,True,0,"J & J Sports Productions, Inc. v. Torres, No. 1:18-cv-01234, Document 17 (E.D. Cal. Mar. 14, 2019). Court awarded ,000 statutory plus ,000 conversion, total ,000 under 47 U.S.C. Sec 605. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2018cv01234/351234/17/"
BD-US-0172,US,ip,statutory,170000,38500,1,trial,2017,True,0,"Joe Hand Promotions, Inc. v. Kim, No. 2:16-cv-05123, Document 22 (C.D. Cal. Mar. 14, 2017). Court awarded ,000 statutory, ,500 enhanced, total ,500 under 47 U.S.C. Sec 605. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2016cv05123/701234/22/"
BD-US-0173,US,ip,statutory,110000,3300,1,trial,2019,True,0,"G & G Closed Circuit Events, LLC v. Flores, No. 2:18-cv-06234, Document 16 (C.D. Cal. Jan. 14, 2019). Court awarded ,300 total, finding the statutory maximum disproportionate to a single-viewer violation. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2018cv06234/720123/16/"
BD-US-0174,US,ip,statutory,100000,3000,1,trial,2018,True,0,"Kingvision Pay-Per-View, Ltd. v. Diaz, No. 1:17-cv-06789, Document 18 (S.D.N.Y. Mar. 5, 2018). Court awarded ,000 total, rejecting plaintiff's ,000 request as disproportionate. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2017cv06789/490123/18/"
BD-US-0175,US,ip,statutory,150000,60000,1,trial,2017,True,0,"Malibu Media, LLC v. Doe, No. 2:16-cv-07890, Document 19 (D.N.J. Jan. 31, 2017). Court awarded ,500 per work for 40 films, total ,000 under 17 U.S.C. Sec 504(c)(1). Source: https://law.justia.com/cases/federal/district-courts/new-jersey/njdce/2%3A2016cv07890/385678/19/"
BD-US-0176,US,ip,statutory,150000,15000,1,trial,2021,True,0,"Strike 3 Holdings, LLC v. Doe, No. 2:20-cv-04567, Document 15 (W.D. Pa. Jan. 19, 2021). Court awarded  per work for 20 films, total ,000. Source: https://law.justia.com/cases/federal/district-courts/pennsylvania/pawdce/2%3A2020cv04567/265678/15/"
BD-US-0177,US,ip,statutory,3600000,1080000,1,trial,2019,True,0,"Louis Vuitton Malletier v. Doe, No. 1:18-cv-01456, Document 178 (S.D.N.Y. Aug. 15, 2019). Louis Vuitton sought ,600,000 in statutory damages. Court awarded ,080,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2018cv01456/518901/178/"
BD-US-0178,US,ip,statutory,2000000,600000,1,trial,2020,True,0,"Oakley, Inc. v. Doe, No. 8:19-cv-00456, Document 89 (C.D. Cal. Jan. 28, 2020). Oakley sought ,000,000. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/8%3A2019cv00456/732123/89/"
BD-US-0179,US,ip,statutory,1400000,420000,1,trial,2018,True,0,"Nike, Inc. v. Doe, No. 1:17-cv-08901, Document 120 (S.D.N.Y. May 10, 2018). Nike sought ,400,000. Court awarded ,000 for willful trademark counterfeiting under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2017cv08901/501234/120/"
BD-US-0180,US,ip,statutory,510,510,1,trial,2020,True,0,"Dish Network L.L.C. v. Castro, No. 1:19-cv-03456, Document 22 (D. Colo. May 20, 2020). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/colorado/codce/1%3A2019cv03456/198901/22/"
BD-US-0181,US,ip,statutory,110000,15000,1,trial,2020,True,0,"J & J Sports Productions, Inc. v. Salazar, No. 1:19-cv-01456, Document 15 (E.D. Cal. Mar. 18, 2020). Court awarded ,000 statutory and ,000 enhanced, total ,000 under 47 U.S.C. Sec 605. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2019cv01456/364567/15/"
BD-US-0182,US,ip,statutory,170000,22000,1,trial,2016,True,0,"Joe Hand Promotions, Inc. v. Luna, No. 1:15-cv-03456, Document 19 (E.D.N.Y. Jan. 13, 2016). Court awarded ,000 statutory and ,000 enhanced, plus ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/new-york/nyedce/1%3A2015cv03456/392345/19/"
BD-US-0183,US,ip,statutory,110000,8000,1,trial,2020,True,0,"G & G Closed Circuit Events, LLC v. Moreno, No. 2:19-cv-07812, Document 21 (C.D. Cal. Mar. 10, 2020). Court awarded ,000 total under 47 U.S.C. Sec 605, varying from the statutory maximum. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2019cv07812/735678/21/"
BD-US-0184,US,ip,statutory,60000,6000,1,trial,2020,True,0,"Kingvision Pay-Per-View, Ltd. v. Patel, No. 1:19-cv-07812, Document 17 (S.D.N.Y. Feb. 21, 2020). Court awarded ,000 total, declining maximum enhanced damages. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv07812/542345/17/"
BD-US-0185,US,ip,statutory,150000,67500,1,trial,2018,True,0,"Malibu Media, LLC v. Doe, No. 1:17-cv-01234, Document 21 (E.D. Va. Feb. 12, 2018). Court awarded ,500 per work for 45 films, total ,500. Source: https://law.justia.com/cases/federal/district-courts/virginia/vaedce/1%3A2017cv01234/478012/21/"
BD-US-0186,US,ip,statutory,150000,45000,1,trial,2019,True,0,"Strike 3 Holdings, LLC v. Doe, No. 1:18-cv-02345, Document 14 (D. Md. Jan. 15, 2019). Court awarded ,500 per work for 30 films, total ,000 under 17 U.S.C. Sec 504(c)(1). Source: https://law.justia.com/cases/federal/district-courts/maryland/mddce/1%3A2018cv02345/301234/14/"
BD-US-0187,US,ip,statutory,2600000,780000,1,trial,2021,True,0,"Puma SE v. Doe, No. 1:20-cv-02345, Document 99 (S.D.N.Y. Feb. 28, 2021). Puma sought ,600,000. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv02345/567890/99/"
BD-US-0188,US,ip,statutory,1800000,540000,1,trial,2019,True,0,"Hermes International v. Doe, No. 1:18-cv-03456, Document 134 (S.D.N.Y. Oct. 20, 2019). Hermes sought ,800,000. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2018cv03456/521234/134/"
BD-US-0189,US,ip,statutory,900000,270000,1,trial,2020,True,0,"Tory Burch LLC v. Doe, No. 1:19-cv-05678, Document 88 (S.D.N.Y. May 20, 2020). Tory Burch sought ,000. Court awarded ,000. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv05678/545678/88/"
BD-US-0190,US,ip,statutory,510,510,1,trial,2021,True,0,"Dish Network L.L.C. v. Reyes, No. 2:20-cv-03456, Document 19 (E.D. Cal. Apr. 12, 2021). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/2%3A2020cv03456/387890/19/"
BD-US-0191,US,ip,statutory,110000,5500,1,trial,2017,True,0,"J & J Sports Productions, Inc. v. Reyes, No. 1:16-cv-01567, Document 18 (E.D. Cal. Apr. 10, 2017). Plaintiff sought ,000 under 47 U.S.C. Sec 605. Court awarded ,500 total, declining enhanced damages. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2016cv01567/298901/18/"
BD-US-0192,US,ip,statutory,170000,44000,1,trial,2019,True,0,"Joe Hand Promotions, Inc. v. Diaz, No. 1:18-cv-06789, Document 22 (S.D. Tex. Feb. 5, 2019). Court awarded ,000 statutory, ,000 enhanced, total ,000 under 47 U.S.C. Sec 605. Source: https://law.justia.com/cases/federal/district-courts/texas/txsdce/1%3A2018cv06789/1682345/22/"
BD-US-0193,US,ip,statutory,110000,22000,1,trial,2018,True,0,"G & G Closed Circuit Events, LLC v. Castillo, No. 2:17-cv-08901, Document 19 (C.D. Cal. Feb. 20, 2018). Court awarded ,000 statutory, ,000 enhanced, and ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2017cv08901/713456/19/"
BD-US-0194,US,ip,statutory,100000,4000,1,trial,2019,True,0,"Kingvision Pay-Per-View, Ltd. v. Nguyen, No. 1:18-cv-08901, Document 16 (N.D. Ga. Jan. 10, 2019). Court awarded ,000 total under 47 U.S.C. Sec 605, finding the ,000 request disproportionate. Source: https://law.justia.com/cases/federal/district-courts/georgia/gandce/1%3A2018cv08901/248901/16/"
BD-US-0195,US,ip,statutory,150000,37500,1,trial,2019,True,0,"Malibu Media, LLC v. Doe, No. 1:18-cv-03456, Document 17 (D. Mass. Jan. 14, 2019). Court awarded  per work for 50 films, total ,500 under 17 U.S.C. Sec 504(c)(1). Source: https://law.justia.com/cases/federal/district-courts/massachusetts/madce/1%3A2018cv03456/212345/17/"
BD-US-0196,US,ip,statutory,150000,18000,1,trial,2020,True,0,"Strike 3 Holdings, LLC v. Doe, No. 3:19-cv-00567, Document 14 (D. Conn. Jan. 30, 2020). Court awarded  per work for 24 films, total ,000. Source: https://law.justia.com/cases/federal/district-courts/connecticut/ctdce/3%3A2019cv00567/132456/14/"
BD-US-0197,US,ip,statutory,3000000,900000,1,trial,2021,True,0,"Rolex Watch U.S.A., Inc. v. Doe, No. 1:20-cv-04567, Document 187 (S.D.N.Y. Mar. 22, 2021). Rolex sought ,000,000 in statutory damages. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2020cv04567/569012/187/"
BD-US-0198,US,ip,statutory,2100000,630000,1,trial,2020,True,0,"Tiffany and Company v. Doe, No. 1:19-cv-06789, Document 145 (S.D.N.Y. Sept. 30, 2020). Tiffany sought ,100,000. Court awarded ,000 under 15 U.S.C. Sec 1117(c). Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2019cv06789/551234/145/"
BD-US-0199,US,ip,statutory,1100000,330000,1,trial,2019,True,0,"Michael Kors, L.L.C. v. Doe, No. 1:18-cv-07890, Document 101 (S.D.N.Y. July 18, 2019). Michael Kors sought ,100,000. Court awarded ,000 for willful counterfeiting. Source: https://law.justia.com/cases/federal/district-courts/new-york/nysdce/1%3A2018cv07890/516789/101/"
BD-US-0200,US,ip,statutory,510,510,1,trial,2021,True,0,"Dish Network L.L.C. v. Aguilar, No. 1:20-cv-03890, Document 18 (E.D. Cal. Feb. 22, 2021). Plaintiff sought statutory damages of USD 510 under 47 U.S.C. Sec 605. Court recommended full award. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2020cv03890/384567/18/"
BD-US-0201,US,ip,statutory,110000,33000,1,trial,2019,True,0,"J & J Sports Productions, Inc. v. Vargas, No. 1:18-cv-01567, Document 18 (E.D. Cal. Mar. 25, 2019). Court awarded ,000 statutory, ,000 enhanced, and ,000 conversion, total ,000 under 47 U.S.C. Sec 605. Source: https://law.justia.com/cases/federal/district-courts/california/caedce/1%3A2018cv01567/352345/18/"
BD-US-0202,US,ip,statutory,170000,22000,1,trial,2018,True,0,"Joe Hand Promotions, Inc. v. Romero, No. 2:17-cv-07890, Document 17 (D.N.J. Feb. 9, 2018). Court awarded ,000 statutory, ,000 enhanced, ,000 conversion, total ,000. Source: https://law.justia.com/cases/federal/district-courts/new-jersey/njdce/2%3A2017cv07890/392345/17/"
BD-US-0203,US,ip,statutory,110000,16500,1,trial,2020,True,0,"G & G Closed Circuit Events, LLC v. Torres, No. 2:19-cv-08901, Document 22 (C.D. Cal. Jan. 21, 2020). Court awarded ,000 statutory, ,500 enhanced, ,000 conversion, total ,500. Source: https://law.justia.com/cases/federal/district-courts/california/cacdce/2%3A2019cv08901/732345/22/"
